instance,ga_mean,ga_max,ga_std,ga_time,greedy,greedy_time,ilp,ilp_time
V500E1000,0,0,0,0,8429,238.267,5678,0.056
V500E2000,0,0,0,0,6160,304.073,3606,0.21
V500E5000,0,0,0,0,3582,348.533,1786,3.718
V800E1000,0,0,0,0,16064,1250.566,10864,0.079
V800E2000,0,0,0,0,12284,1691.297,7880,0.122
V800E5000,0,0,0,0,7394,2163.48,4412,0.702
V1000E1000,0,0,0,0,20994,2746.765,14660,0.199
V1000E5000,0,0,0,0,10724,5425.016,6512,1.089
V1000E10000,0,0,0,0,7324,6346.143,3924,28.95
